<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2024.08.13,14:32:00,147.433,147.44,147.407,147.41,65,0,5
2024.08.13,14:33:00,147.416,147.429,147.403,147.418,57,0,5
2024.08.13,14:34:00,147.418,147.426,147.389,147.416,58,0,5
2024.08.13,14:35:00,147.418,147.437,147.406,147.421,72,0,5
2024.08.13,14:36:00,147.421,147.444,147.413,147.434,56,0,5
2024.08.13,14:37:00,147.44,147.448,147.43,147.431,51,0,5
2024.08.13,14:38:00,147.431,147.432,147.366,147.373,59,0,5
2024.08.13,14:39:00,147.373,147.395,147.369,147.385,66,0,5
2024.08.13,14:40:00,147.384,147.399,147.356,147.396,62,0,5
2024.08.13,14:41:00,147.389,147.403,147.353,147.355,58,0,5
2024.08.13,14:42:00,147.356,147.392,147.356,147.372,65,0,5
2024.08.13,14:43:00,147.372,147.4,147.358,147.399,65,0,5
2024.08.13,14:44:00,147.401,147.408,147.393,147.406,56,0,5
2024.08.13,14:45:00,147.407,147.427,147.393,147.401,54,0,5
2024.08.13,14:46:00,147.398,147.417,147.386,147.417,51,0,5
2024.08.13,14:47:00,147.418,147.423,147.394,147.398,62,0,5
2024.08.13,14:48:00,147.397,147.411,147.372,147.373,58,0,5
2024.08.13,14:49:00,147.373,147.377,147.34,147.36,52,0,6
2024.08.13,14:50:00,147.361,147.378,147.359,147.37,48,0,6
2024.08.13,14:51:00,147.369,147.374,147.333,147.365,62,0,6
2024.08.13,14:52:00,147.366,147.372,147.333,147.336,64,0,6
2024.08.13,14:53:00,147.338,147.36,147.334,147.355,63,0,6
2024.08.13,14:54:00,147.356,147.366,147.335,147.339,52,0,6
2024.08.13,14:55:00,147.347,147.361,147.312,147.312,65,0,5
2024.08.13,14:56:00,147.311,147.36,147.311,147.355,66,0,5
2024.08.13,14:57:00,147.355,147.381,147.35,147.373,65,0,5
2024.08.13,14:58:00,147.373,147.385,147.355,147.37,66,0,5
2024.08.13,14:59:00,147.371,147.381,147.35,147.35,52,0,5
2024.08.13,15:00:00,147.347,147.381,147.344,147.361,71,0,5
2024.08.13,15:01:00,147.356,147.382,147.353,147.374,73,0,5
2024.08.13,15:02:00,147.373,147.392,147.368,147.392,54,0,5
2024.08.13,15:03:00,147.394,147.41,147.375,147.409,68,0,5
2024.08.13,15:04:00,147.41,147.417,147.384,147.403,71,0,5
2024.08.13,15:05:00,147.405,147.407,147.389,147.394,62,0,5
2024.08.13,15:06:00,147.395,147.429,147.394,147.416,62,0,5
2024.08.13,15:07:00,147.416,147.452,147.416,147.424,57,0,5
2024.08.13,15:08:00,147.424,147.433,147.41,147.431,66,0,5
2024.08.13,15:09:00,147.431,147.459,147.426,147.437,59,0,5
2024.08.13,15:10:00,147.436,147.453,147.436,147.452,62,0,5
2024.08.13,15:11:00,147.451,147.464,147.431,147.463,55,0,5
2024.08.13,15:12:00,147.461,147.479,147.453,147.46,52,0,5
2024.08.13,15:13:00,147.46,147.476,147.46,147.474,50,0,5
2024.08.13,15:14:00,147.473,147.479,147.431,147.446,62,0,5
2024.08.13,15:15:00,147.446,147.457,147.436,147.437,61,0,5
2024.08.13,15:16:00,147.439,147.475,147.432,147.468,53,0,5
2024.08.13,15:17:00,147.468,147.484,147.468,147.484,55,0,5
2024.08.13,15:18:00,147.479,147.482,147.452,147.452,53,0,5
2024.08.13,15:19:00,147.452,147.452,147.432,147.442,68,0,5
2024.08.13,15:20:00,147.441,147.465,147.434,147.457,67,0,5
2024.08.13,15:21:00,147.459,147.463,147.43,147.434,68,0,5
2024.08.13,15:22:00,147.438,147.469,147.429,147.469,67,0,5
2024.08.13,15:23:00,147.468,147.479,147.455,147.455,63,0,5
2024.08.13,15:24:00,147.459,147.471,147.451,147.459,42,0,5
2024.08.13,15:25:00,147.468,147.474,147.441,147.462,64,0,5
2024.08.13,15:26:00,147.462,147.497,147.456,147.493,47,0,5
2024.08.13,15:27:00,147.493,147.509,147.491,147.507,69,0,5
2024.08.13,15:28:00,147.506,147.507,147.477,147.481,50,0,5
2024.08.13,15:29:00,147.481,147.505,147.416,147.417,58,0,5
2024.08.13,15:30:00,147.415,147.415,147.041,147.233,129,0,2
2024.08.13,15:31:00,147.255,147.266,147.211,147.26,80,0,6
2024.08.13,15:32:00,147.248,147.331,147.202,147.331,98,0,5
2024.08.13,15:33:00,147.326,147.396,147.313,147.325,98,0,5
2024.08.13,15:34:00,147.326,147.33,147.253,147.307,92,0,5
2024.08.13,15:35:00,147.315,147.363,147.28,147.358,78,0,5
2024.08.13,15:36:00,147.361,147.468,147.355,147.468,93,0,5
2024.08.13,15:37:00,147.471,147.473,147.397,147.421,93,0,5
2024.08.13,15:38:00,147.421,147.443,147.343,147.344,71,0,5
2024.08.13,15:39:00,147.343,147.4,147.343,147.348,75,0,5
2024.08.13,15:40:00,147.356,147.366,147.291,147.301,65,0,5
2024.08.13,15:41:00,147.301,147.322,147.256,147.281,88,0,5
2024.08.13,15:42:00,147.281,147.292,147.253,147.291,87,0,5
2024.08.13,15:43:00,147.298,147.345,147.269,147.291,86,0,5
2024.08.13,15:44:00,147.289,147.338,147.28,147.312,92,0,5
2024.08.13,15:45:00,147.313,147.389,147.3,147.386,87,0,5
2024.08.13,15:46:00,147.387,147.394,147.334,147.353,87,0,5
2024.08.13,15:47:00,147.354,147.365,147.323,147.347,80,0,5
2024.08.13,15:48:00,147.343,147.349,147.291,147.312,85,0,5
2024.08.13,15:49:00,147.311,147.342,147.287,147.342,72,0,5
2024.08.13,15:50:00,147.343,147.391,147.324,147.388,90,0,5
2024.08.13,15:51:00,147.389,147.406,147.369,147.369,78,0,3
2024.08.13,15:52:00,147.369,147.375,147.284,147.295,82,0,5
2024.08.13,15:53:00,147.3,147.318,147.28,147.293,82,0,5
2024.08.13,15:54:00,147.294,147.337,147.272,147.337,66,0,5
2024.08.13,15:55:00,147.336,147.354,147.324,147.338,68,0,5
2024.08.13,15:56:00,147.336,147.346,147.322,147.335,77,0,5
2024.08.13,15:57:00,147.34,147.362,147.314,147.323,61,0,5
2024.08.13,15:58:00,147.322,147.407,147.308,147.404,79,0,5
2024.08.13,15:59:00,147.404,147.433,147.38,147.403,68,0,5
2024.08.13,16:00:00,147.403,147.437,147.38,147.387,73,0,4
2024.08.13,16:01:00,147.382,147.395,147.36,147.377,71,0,5
2024.08.13,16:02:00,147.378,147.414,147.37,147.409,69,0,5
2024.08.13,16:03:00,147.41,147.457,147.409,147.453,64,0,5
2024.08.13,16:04:00,147.453,147.455,147.38,147.388,66,0,5
2024.08.13,16:05:00,147.391,147.458,147.391,147.452,64,0,5
2024.08.13,16:06:00,147.452,147.47,147.419,147.431,66,0,5
2024.08.13,16:07:00,147.43,147.43,147.388,147.406,71,0,5
2024.08.13,16:08:00,147.405,147.441,147.392,147.431,62,0,5
2024.08.13,16:09:00,147.431,147.459,147.409,147.43,57,0,5
2024.08.13,16:10:00,147.431,147.437,147.396,147.419,73,0,5
2024.08.13,16:11:00,147.419,147.421,147.302,147.302,73,0,5
2024.08.13,16:12:00,147.302,147.311,147.138,147.203,107,0,5
2024.08.13,16:13:00,147.204,147.204,147,147.001,106,0,5
2024.08.13,16:14:00,147,147.159,146.85,147.138,116,0,2
2024.08.13,16:15:00,147.106,147.191,147.045,147.147,101,0,5
2024.08.13,16:16:00,147.147,147.191,147.129,147.132,84,0,5
2024.08.13,16:17:00,147.129,147.214,147.112,147.214,85,0,5
2024.08.13,16:18:00,147.225,147.225,147.139,147.171,83,0,5
2024.08.13,16:19:00,147.176,147.177,147.095,147.136,78,0,5
2024.08.13,16:20:00,147.139,147.187,147.096,147.105,70,0,5
2024.08.13,16:21:00,147.107,147.195,147.107,147.149,80,0,5
2024.08.13,16:22:00,147.149,147.187,147.107,147.114,79,0,5
2024.08.13,16:23:00,147.118,147.153,147.098,147.117,75,0,5
2024.08.13,16:24:00,147.118,147.137,147.097,147.118,56,0,5
2024.08.13,16:25:00,147.116,147.119,147.042,147.105,72,0,5
2024.08.13,16:26:00,147.098,147.111,146.935,146.997,79,0,5
2024.08.13,16:27:00,146.998,147.05,146.993,147.027,75,0,5
2024.08.13,16:28:00,147.022,147.037,146.978,147.006,64,0,5
2024.08.13,16:29:00,147.009,147.02,146.952,146.968,80,0,5
2024.08.13,16:30:00,146.946,146.95,146.871,146.943,92,0,5
2024.08.13,16:31:00,146.943,147.028,146.924,147.021,91,0,5
2024.08.13,16:32:00,147.025,147.063,147.025,147.031,82,0,5
2024.08.13,16:33:00,147.034,147.063,147.03,147.057,79,0,5
2024.08.13,16:34:00,147.058,147.085,146.968,146.974,92,0,5
2024.08.13,16:35:00,146.977,147.013,146.932,146.935,86,0,5
2024.08.13,16:36:00,146.937,147.023,146.931,147.005,76,0,5
2024.08.13,16:37:00,147.01,147.031,146.987,146.995,98,0,5
2024.08.13,16:38:00,146.995,147.037,146.983,146.998,84,0,5
2024.08.13,16:39:00,146.999,147.04,146.988,147.016,80,0,5
2024.08.13,16:40:00,147.023,147.125,147.022,147.096,88,0,5
2024.08.13,16:41:00,147.096,147.096,147.039,147.068,90,0,5
2024.08.13,16:42:00,147.065,147.092,147.032,147.064,82,0,5
2024.08.13,16:43:00,147.066,147.132,147.066,147.126,92,0,5
2024.08.13,16:44:00,147.128,147.192,147.128,147.171,90,0,5
2024.08.13,16:45:00,147.172,147.195,147.157,147.172,78,0,5
2024.08.13,16:46:00,147.175,147.232,147.157,147.232,87,0,5
2024.08.13,16:47:00,147.231,147.267,147.229,147.238,91,0,5
2024.08.13,16:48:00,147.237,147.248,147.191,147.199,75,0,5
2024.08.13,16:49:00,147.196,147.196,147.149,147.161,72,0,5
2024.08.13,16:50:00,147.159,147.182,147.149,147.165,77,0,5
2024.08.13,16:51:00,147.163,147.213,147.162,147.213,77,0,5
2024.08.13,16:52:00,147.217,147.221,147.16,147.171,56,0,5
2024.08.13,16:53:00,147.171,147.173,147.085,147.096,76,0,5
2024.08.13,16:54:00,147.097,147.129,147.075,147.108,75,0,5
2024.08.13,16:55:00,147.116,147.119,147.032,147.065,81,0,5
2024.08.13,16:56:00,147.074,147.09,147.044,147.049,73,0,5
2024.08.13,16:57:00,147.053,147.058,147.026,147.038,80,0,5
2024.08.13,16:58:00,147.048,147.09,147.042,147.085,92,0,4
2024.08.13,16:59:00,147.085,147.094,147.049,147.075,79,0,5
2024.08.13,17:00:00,147.082,147.155,147.071,147.086,93,0,5
2024.08.13,17:01:00,147.085,147.137,147.075,147.087,89,0,5
2024.08.13,17:02:00,147.086,147.096,147.041,147.085,97,0,5
2024.08.13,17:03:00,147.086,147.121,147.082,147.093,88,0,5
2024.08.13,17:04:00,147.091,147.094,147.01,147.033,84,0,5
2024.08.13,17:05:00,147.024,147.034,146.958,146.988,96,0,5
2024.08.13,17:06:00,146.988,147.011,146.956,146.993,76,0,5
2024.08.13,17:07:00,146.993,147.04,146.991,147.01,72,0,5
2024.08.13,17:08:00,147.009,147.079,146.987,147.069,88,0,5
2024.08.13,17:09:00,147.07,147.088,146.991,147,81,0,5
2024.08.13,17:10:00,147.006,147.02,146.975,146.989,86,0,5
2024.08.13,17:11:00,146.989,147.014,146.966,147.006,88,0,5
2024.08.13,17:12:00,147.015,147.033,146.968,147.033,82,0,5
2024.08.13,17:13:00,147.031,147.063,147.03,147.037,80,0,5
2024.08.13,17:14:00,147.037,147.074,146.981,146.988,77,0,5
2024.08.13,17:15:00,146.969,147.021,146.935,146.979,90,0,5
2024.08.13,17:16:00,146.978,146.993,146.955,146.979,80,0,5
2024.08.13,17:17:00,146.98,146.992,146.946,146.992,80,0,5
2024.08.13,17:18:00,146.992,147.032,146.967,147.001,84,0,5
2024.08.13,17:19:00,147,147.019,146.949,146.949,71,0,5
2024.08.13,17:20:00,146.948,147.013,146.948,146.985,82,0,5
2024.08.13,17:21:00,146.985,147.005,146.948,146.948,72,0,5
2024.08.13,17:22:00,146.947,146.947,146.899,146.913,81,0,5
2024.08.13,17:23:00,146.915,146.947,146.903,146.946,66,0,5
2024.08.13,17:24:00,146.944,147.021,146.924,147.011,82,0,5
2024.08.13,17:25:00,147.019,147.053,147.009,147.03,71,0,5
2024.08.13,17:26:00,147.032,147.055,147.024,147.032,65,0,5
2024.08.13,17:27:00,147.032,147.055,147.015,147.055,73,0,5
2024.08.13,17:28:00,147.063,147.067,147.053,147.054,64,0,5
2024.08.13,17:29:00,147.057,147.085,147.048,147.076,67,0,5
2024.08.13,17:30:00,147.074,147.074,147.02,147.06,82,0,5
2024.08.13,17:31:00,147.06,147.091,147.054,147.07,71,0,5
2024.08.13,17:32:00,147.07,147.097,147.063,147.063,70,0,5
2024.08.13,17:33:00,147.065,147.065,147.009,147.047,76,0,5
2024.08.13,17:34:00,147.047,147.077,147.031,147.073,62,0,5
2024.08.13,17:35:00,147.073,147.096,147.056,147.075,63,0,5
2024.08.13,17:36:00,147.075,147.14,147.074,147.138,74,0,5
2024.08.13,17:37:00,147.14,147.156,147.119,147.151,66,0,5
2024.08.13,17:38:00,147.149,147.169,147.13,147.167,69,0,5
2024.08.13,17:39:00,147.167,147.171,147.152,147.161,57,0,5
2024.08.13,17:40:00,147.16,147.16,147.089,147.098,68,0,5
2024.08.13,17:41:00,147.099,147.119,147.093,147.107,43,0,5
2024.08.13,17:42:00,147.107,147.117,147.087,147.101,48,0,5
2024.08.13,17:43:00,147.094,147.133,147.077,147.129,57,0,5
2024.08.13,17:44:00,147.129,147.131,147.086,147.087,69,0,5
2024.08.13,17:45:00,147.088,147.105,147.049,147.076,77,0,5
2024.08.13,17:46:00,147.075,147.077,147.036,147.044,65,0,5
2024.08.13,17:47:00,147.044,147.057,147.041,147.042,68,0,5
2024.08.13,17:48:00,147.042,147.046,147.012,147.013,49,0,5
2024.08.13,17:49:00,147.013,147.022,146.983,147.01,57,0,5
2024.08.13,17:50:00,147.009,147.011,146.954,146.98,68,0,5
2024.08.13,17:51:00,146.98,147.034,146.972,147.034,70,0,5
2024.08.13,17:52:00,147.034,147.034,147.006,147.032,62,0,5
2024.08.13,17:53:00,147.029,147.065,147.013,147.014,65,0,5
2024.08.13,17:54:00,147.021,147.029,146.99,146.992,78,0,5
2024.08.13,17:55:00,146.992,147.012,146.978,146.99,67,0,5
2024.08.13,17:56:00,146.99,147.001,146.962,146.97,48,0,5
2024.08.13,17:57:00,146.971,146.979,146.952,146.954,52,0,5
2024.08.13,17:58:00,146.958,146.981,146.958,146.979,74,0,5
2024.08.13,17:59:00,146.982,147.008,146.975,146.996,71,0,5
2024.08.13,18:00:00,146.996,147.057,146.983,147.035,78,0,5
2024.08.13,18:01:00,147.035,147.051,147.021,147.029,79,0,5
2024.08.13,18:02:00,147.028,147.028,146.992,147.022,72,0,5
2024.08.13,18:03:00,147.021,147.04,147.013,147.033,65,0,5
2024.08.13,18:04:00,147.032,147.033,147.001,147.001,62,0,5
2024.08.13,18:05:00,146.999,147,146.974,146.979,61,0,5
2024.08.13,18:06:00,146.979,147.007,146.974,146.991,53,0,5
2024.08.13,18:07:00,146.99,147.057,146.989,147.051,58,0,5
2024.08.13,18:08:00,147.056,147.059,147.04,147.046,55,0,5
2024.08.13,18:09:00,147.047,147.064,147.03,147.03,57,0,5
2024.08.13,18:10:00,147.029,147.033,146.977,147.011,77,0,5
2024.08.13,18:11:00,147.009,147.021,146.989,147.015,67,0,5
2024.08.13,18:12:00,147.015,147.023,146.988,146.989,66,0,5
2024.08.13,18:13:00,146.988,147.008,146.976,146.98,72,0,5
2024.08.13,18:14:00,146.986,147.029,146.98,146.991,70,0,5
2024.08.13,18:15:00,146.989,147.008,146.974,146.994,65,0,5
2024.08.13,18:16:00,146.99,147.005,146.979,147.001,48,0,4
2024.08.13,18:17:00,147.001,147.009,146.988,147,49,0,5
2024.08.13,18:18:00,147.001,147.03,146.989,146.999,60,0,5
2024.08.13,18:19:00,147,147.009,146.98,146.98,44,0,5
2024.08.13,18:20:00,146.98,147.018,146.979,146.997,58,0,5
2024.08.13,18:21:00,146.995,147.013,146.992,146.993,49,0,5
2024.08.13,18:22:00,146.994,147.004,146.989,147.003,41,0,5
2024.08.13,18:23:00,147.001,147.01,146.985,146.988,49,0,5
2024.08.13,18:24:00,146.99,147.015,146.967,147.013,60,0,5
2024.08.13,18:25:00,147.014,147.048,147.014,147.048,59,0,5
2024.08.13,18:26:00,147.049,147.06,146.983,146.989,80,0,5
2024.08.13,18:27:00,146.989,147.001,146.973,146.985,71,0,5
2024.08.13,18:28:00,146.984,146.989,146.961,146.983,70,0,5
2024.08.13,18:29:00,146.981,146.984,146.96,146.97,59,0,5
2024.08.13,18:30:00,146.972,146.976,146.942,146.969,63,0,5
2024.08.13,18:31:00,146.97,147.001,146.97,146.999,62,0,5
2024.08.13,18:32:00,146.992,147.018,146.992,147.017,68,0,5
2024.08.13,18:33:00,147.017,147.026,147.006,147.025,60,0,5
2024.08.13,18:34:00,147.024,147.081,147.024,147.079,63,0,5
2024.08.13,18:35:00,147.079,147.091,147.04,147.053,73,0,5
2024.08.13,18:36:00,147.052,147.076,147.052,147.054,65,0,5
2024.08.13,18:37:00,147.056,147.059,147.04,147.04,75,0,5
2024.08.13,18:38:00,147.041,147.075,147.04,147.068,53,0,5
2024.08.13,18:39:00,147.068,147.081,147.063,147.074,43,0,5
2024.08.13,18:40:00,147.074,147.083,147.065,147.076,57,0,5
2024.08.13,18:41:00,147.077,147.085,147.06,147.079,69,0,5
2024.08.13,18:42:00,147.079,147.081,147.052,147.064,71,0,5
2024.08.13,18:43:00,147.064,147.066,147.041,147.059,57,0,5
2024.08.13,18:44:00,147.059,147.09,147.056,147.088,60,0,5
2024.08.13,18:45:00,147.087,147.089,147.053,147.055,51,0,5
2024.08.13,18:46:00,147.055,147.077,147.054,147.06,57,0,5
2024.08.13,18:47:00,147.06,147.066,147.043,147.051,51,0,5
2024.08.13,18:48:00,147.053,147.055,147.022,147.042,64,0,5
2024.08.13,18:49:00,147.039,147.049,147.027,147.037,59,0,5
2024.08.13,18:50:00,147.036,147.036,147.01,147.03,55,0,5
2024.08.13,18:51:00,147.034,147.037,147.016,147.016,49,0,5
2024.08.13,18:52:00,147.015,147.035,147.01,147.014,48,0,5
2024.08.13,18:53:00,147.013,147.041,147.003,147.036,54,0,5
2024.08.13,18:54:00,147.035,147.046,147.005,147.005,51,0,5
2024.08.13,18:55:00,147.004,147.008,146.994,146.998,54,0,5
2024.08.13,18:56:00,146.998,147.02,146.998,147.015,43,0,5
2024.08.13,18:57:00,147.013,147.014,146.978,146.978,50,0,5
2024.08.13,18:58:00,146.978,146.984,146.967,146.98,76,0,5
2024.08.13,18:59:00,146.982,146.983,146.967,146.97,56,0,5
2024.08.13,19:00:00,146.968,146.971,146.937,146.938,60,0,5
2024.08.13,19:01:00,146.938,146.938,146.881,146.882,57,0,5
2024.08.13,19:02:00,146.882,146.882,146.849,146.849,58,0,5
2024.08.13,19:03:00,146.842,146.863,146.803,146.86,84,0,5
2024.08.13,19:04:00,146.86,146.878,146.847,146.869,61,0,5
2024.08.13,19:05:00,146.869,146.876,146.857,146.859,63,0,5
2024.08.13,19:06:00,146.861,146.873,146.852,146.853,45,0,5
2024.08.13,19:07:00,146.853,146.854,146.821,146.821,55,0,5
2024.08.13,19:08:00,146.82,146.848,146.818,146.848,53,0,5
2024.08.13,19:09:00,146.852,146.867,146.841,146.853,54,0,5
2024.08.13,19:10:00,146.853,146.87,146.853,146.867,67,0,5
2024.08.13,19:11:00,146.866,146.888,146.866,146.885,53,0,5
2024.08.13,19:12:00,146.885,146.917,146.885,146.907,33,0,5
2024.08.13,19:13:00,146.907,146.908,146.877,146.891,44,0,5
2024.08.13,19:14:00,146.885,146.918,146.882,146.905,42,0,5
2024.08.13,19:15:00,146.906,146.914,146.903,146.909,42,0,5
2024.08.13,19:16:00,146.913,146.944,146.91,146.935,59,0,5
2024.08.13,19:17:00,146.936,146.956,146.928,146.953,61,0,5
2024.08.13,19:18:00,146.953,146.955,146.937,146.951,45,0,5
2024.08.13,19:19:00,146.951,146.953,146.915,146.938,51,0,5
2024.08.13,19:20:00,146.938,146.943,146.923,146.923,46,0,5
2024.08.13,19:21:00,146.928,146.929,146.914,146.914,49,0,5
2024.08.13,19:22:00,146.912,146.956,146.912,146.953,54,0,5
2024.08.13,19:23:00,146.954,146.962,146.94,146.94,46,0,5
2024.08.13,19:24:00,146.939,146.939,146.907,146.912,52,0,5
2024.08.13,19:25:00,146.912,146.924,146.912,146.918,39,0,5
2024.08.13,19:26:00,146.917,146.928,146.903,146.928,47,0,5
2024.08.13,19:27:00,146.928,146.952,146.928,146.95,39,0,5
2024.08.13,19:28:00,146.949,146.951,146.923,146.937,41,0,5
2024.08.13,19:29:00,146.937,146.937,146.925,146.931,45,0,5
2024.08.13,19:30:00,146.931,146.947,146.923,146.924,59,0,5
2024.08.13,19:31:00,146.915,146.934,146.915,146.932,40,0,5
2024.08.13,19:32:00,146.93,146.942,146.93,146.942,41,0,5
2024.08.13,19:33:00,146.942,146.947,146.896,146.898,52,0,5
2024.08.13,19:34:00,146.898,146.902,146.884,146.889,44,0,5
2024.08.13,19:35:00,146.89,146.89,146.871,146.874,44,0,5
2024.08.13,19:36:00,146.874,146.879,146.847,146.85,42,0,5
2024.08.13,19:37:00,146.849,146.85,146.823,146.827,52,0,5
2024.08.13,19:38:00,146.827,146.838,146.816,146.817,61,0,5
2024.08.13,19:39:00,146.817,146.82,146.796,146.803,56,0,5
2024.08.13,19:40:00,146.803,146.824,146.802,146.822,57,0,5
2024.08.13,19:41:00,146.817,146.855,146.817,146.845,58,0,5
2024.08.13,19:42:00,146.845,146.846,146.818,146.839,55,0,5
2024.08.13,19:43:00,146.839,146.844,146.828,146.84,41,0,5
2024.08.13,19:44:00,146.841,146.843,146.818,146.82,43,0,5
2024.08.13,19:45:00,146.818,146.82,146.788,146.79,52,0,5
2024.08.13,19:46:00,146.791,146.796,146.774,146.776,50,0,5
2024.08.13,19:47:00,146.774,146.809,146.756,146.801,45,0,5
2024.08.13,19:48:00,146.8,146.812,146.793,146.795,50,0,5
2024.08.13,19:49:00,146.795,146.797,146.785,146.795,38,0,5
2024.08.13,19:50:00,146.796,146.851,146.788,146.829,56,0,5
2024.08.13,19:51:00,146.83,146.833,146.767,146.769,74,0,5
2024.08.13,19:52:00,146.77,146.803,146.766,146.801,60,0,4
2024.08.13,19:53:00,146.802,146.804,146.759,146.762,54,0,5
2024.08.13,19:54:00,146.762,146.764,146.736,146.75,74,0,5
2024.08.13,19:55:00,146.751,146.778,146.751,146.776,62,0,5
2024.08.13,19:56:00,146.775,146.784,146.744,146.744,48,0,5
2024.08.13,19:57:00,146.744,146.744,146.704,146.705,64,0,5
2024.08.13,19:58:00,146.708,146.734,146.704,146.726,57,0,5
2024.08.13,19:59:00,146.725,146.736,146.722,146.733,54,0,5
2024.08.13,20:00:00,146.734,146.745,146.726,146.74,53,0,5
2024.08.13,20:01:00,146.744,146.752,146.733,146.752,46,0,5
2024.08.13,20:02:00,146.751,146.754,146.713,146.713,56,0,5
2024.08.13,20:03:00,146.713,146.748,146.707,146.743,46,0,5
2024.08.13,20:04:00,146.744,146.752,146.74,146.751,52,0,5
2024.08.13,20:05:00,146.75,146.769,146.742,146.762,48,0,5
2024.08.13,20:06:00,146.761,146.766,146.752,146.765,36,0,5
2024.08.13,20:07:00,146.766,146.776,146.754,146.757,46,0,5
2024.08.13,20:08:00,146.757,146.765,146.755,146.763,40,0,5
2024.08.13,20:09:00,146.759,146.773,146.753,146.772,49,0,5
2024.08.13,20:10:00,146.772,146.773,146.753,146.753,48,0,5
2024.08.13,20:11:00,146.752,146.752,146.74,146.752,49,0,5
2024.08.13,20:12:00,146.753,146.753,146.745,146.752,30,0,5
2024.08.13,20:13:00,146.751,146.753,146.745,146.752,30,0,5
2024.08.13,20:14:00,146.751,146.771,146.746,146.768,46,0,5
2024.08.13,20:15:00,146.769,146.787,146.765,146.765,58,0,5
2024.08.13,20:16:00,146.765,146.8,146.765,146.787,52,0,5
2024.08.13,20:17:00,146.785,146.795,146.784,146.787,40,0,5
2024.08.13,20:18:00,146.786,146.802,146.782,146.788,43,0,5
2024.08.13,20:19:00,146.79,146.798,146.788,146.789,41,0,5
2024.08.13,20:20:00,146.788,146.798,146.788,146.797,39,0,5
2024.08.13,20:21:00,146.797,146.818,146.797,146.816,40,0,5
2024.08.13,20:22:00,146.815,146.831,146.811,146.83,37,0,5
2024.08.13,20:23:00,146.831,146.842,146.829,146.83,54,0,5
2024.08.13,20:24:00,146.832,146.832,146.808,146.808,47,0,4
2024.08.13,20:25:00,146.802,146.814,146.793,146.813,41,0,5
2024.08.13,20:26:00,146.815,146.816,146.804,146.804,48,0,5
2024.08.13,20:27:00,146.803,146.816,146.788,146.797,55,0,5
2024.08.13,20:28:00,146.803,146.805,146.795,146.799,49,0,5
2024.08.13,20:29:00,146.799,146.804,146.798,146.799,54,0,5
2024.08.13,20:30:00,146.8,146.821,146.788,146.808,57,0,5
2024.08.13,20:31:00,146.808,146.837,146.807,146.821,44,0,5
2024.08.13,20:32:00,146.82,146.821,146.809,146.812,40,0,5
2024.08.13,20:33:00,146.813,146.822,146.789,146.791,68,0,5
2024.08.13,20:34:00,146.791,146.815,146.789,146.808,53,0,5
2024.08.13,20:35:00,146.808,146.817,146.791,146.798,57,0,5
2024.08.13,20:36:00,146.801,146.808,146.794,146.802,49,0,5
2024.08.13,20:37:00,146.805,146.825,146.805,146.824,50,0,5
2024.08.13,20:38:00,146.826,146.837,146.821,146.836,59,0,5
2024.08.13,20:39:00,146.835,146.846,146.831,146.835,43,0,5
2024.08.13,20:40:00,146.834,146.84,146.827,146.83,39,0,5
2024.08.13,20:41:00,146.831,146.838,146.826,146.835,31,0,5
2024.08.13,20:42:00,146.836,146.837,146.83,146.836,41,0,5
2024.08.13,20:43:00,146.837,146.844,146.836,146.844,36,0,5
2024.08.13,20:44:00,146.843,146.843,146.831,146.831,32,0,5
2024.08.13,20:45:00,146.829,146.842,146.816,146.839,34,0,5
2024.08.13,20:46:00,146.839,146.86,146.819,146.845,61,0,5
2024.08.13,20:47:00,146.845,146.852,146.811,146.831,67,0,5
2024.08.13,20:48:00,146.831,146.847,146.814,146.826,56,0,5
2024.08.13,20:49:00,146.827,146.837,146.819,146.832,50,0,5
2024.08.13,20:50:00,146.832,146.837,146.828,146.837,38,0,5
2024.08.13,20:51:00,146.837,146.873,146.837,146.872,54,0,5
2024.08.13,20:52:00,146.882,146.891,146.848,146.848,48,0,5
2024.08.13,20:53:00,146.849,146.861,146.84,146.841,49,0,5
2024.08.13,20:54:00,146.845,146.87,146.844,146.867,47,0,5
2024.08.13,20:55:00,146.865,146.898,146.856,146.888,55,0,5
2024.08.13,20:56:00,146.889,146.9,146.889,146.894,66,0,5
2024.08.13,20:57:00,146.895,146.908,146.892,146.903,50,0,5
2024.08.13,20:58:00,146.9,146.909,146.896,146.9,49,0,5
2024.08.13,20:59:00,146.9,146.908,146.897,146.901,35,0,5
2024.08.13,21:00:00,146.901,146.902,146.852,146.864,63,0,5
2024.08.13,21:01:00,146.864,146.875,146.861,146.874,51,0,5
2024.08.13,21:02:00,146.874,146.875,146.851,146.87,68,0,5
2024.08.13,21:03:00,146.871,146.873,146.85,146.85,42,0,5
2024.08.13,21:04:00,146.85,146.854,146.826,146.832,51,0,5
2024.08.13,21:05:00,146.835,146.842,146.827,146.834,37,0,5
2024.08.13,21:06:00,146.835,146.835,146.815,146.816,36,0,5
2024.08.13,21:07:00,146.817,146.843,146.817,146.842,39,0,5
2024.08.13,21:08:00,146.842,146.842,146.826,146.827,39,0,5
2024.08.13,21:09:00,146.826,146.842,146.826,146.836,47,0,5
